0,open,high,low,close
2020-01-03 11:45:00+09:00,750209.0,750740.0,748578.0,750340.0
2020-01-03 12:00:00+09:00,750103.0,750500.0,749221.0,750500.0
2020-01-03 12:15:00+09:00,750500.0,750927.0,750061.0,750510.0
2020-01-03 12:30:00+09:00,750338.0,750517.0,748991.0,750007.0
2020-01-03 12:45:00+09:00,750041.0,750560.0,749446.0,750161.0
2020-01-03 13:00:00+09:00,750266.0,754586.0,750266.0,754586.0
2020-01-03 13:15:00+09:00,754424.0,760290.0,753586.0,758258.0
2020-01-03 13:30:00+09:00,758184.0,785500.0,758000.0,783868.0
2020-01-03 13:45:00+09:00,782885.0,785500.0,775501.0,779049.0
2020-01-03 14:00:00+09:00,779050.0,783000.0,774010.0,775189.0
2020-01-03 14:15:00+09:00,774018.0,777510.0,774018.0,774770.0
2020-01-03 14:30:00+09:00,774503.0,776738.0,774500.0,776500.0
2020-01-03 14:45:00+09:00,776474.0,779882.0,775670.0,779495.0
2020-01-03 15:00:00+09:00,779500.0,779790.0,777536.0,777599.0
2020-01-03 15:15:00+09:00,777601.0,778362.0,777220.0,777825.0
2020-01-03 15:30:00+09:00,777824.0,779527.0,777010.0,777408.0
2020-01-03 15:45:00+09:00,777408.0,778813.0,777408.0,778457.0
2020-01-03 16:00:00+09:00,778457.0,779347.0,777660.0,778385.0
2020-01-03 16:15:00+09:00,778403.0,780450.0,777900.0,779628.0
2020-01-03 16:30:00+09:00,779627.0,780120.0,778420.0,779240.0
2020-01-03 16:45:00+09:00,779240.0,779506.0,775670.0,776526.0
2020-01-03 17:00:00+09:00,776074.0,779290.0,776074.0,778849.0
2020-01-03 17:15:00+09:00,778549.0,779528.0,778300.0,779400.0
2020-01-03 17:30:00+09:00,779400.0,786110.0,778705.0,785333.0
2020-01-03 17:45:00+09:00,785335.0,785981.0,780890.0,783000.0
2020-01-03 18:00:00+09:00,783037.0,789350.0,782091.0,787000.0
2020-01-03 18:15:00+09:00,787450.0,788230.0,786350.0,788220.0
2020-01-03 18:30:00+09:00,788338.0,788500.0,787137.0,788488.0
2020-01-03 18:45:00+09:00,788488.0,792791.0,787432.0,792432.0
2020-01-03 19:00:00+09:00,792444.0,794880.0,790350.0,794510.0
2020-01-03 19:15:00+09:00,794871.0,794880.0,790289.0,790314.0
2020-01-03 19:30:00+09:00,790316.0,791956.0,786380.0,788526.0
2020-01-03 19:45:00+09:00,788238.0,789670.0,787960.0,788770.0
2020-01-03 20:00:00+09:00,788550.0,792200.0,788010.0,791663.0
2020-01-03 20:15:00+09:00,791663.0,791728.0,790101.0,790131.0
2020-01-03 20:30:00+09:00,790720.0,790720.0,788840.0,790051.0
2020-01-03 20:45:00+09:00,790221.0,792100.0,789231.0,790990.0
2020-01-03 21:00:00+09:00,791094.0,792600.0,789487.0,792134.0
2020-01-03 21:15:00+09:00,792206.0,792999.0,791601.0,791601.0
2020-01-03 21:30:00+09:00,791601.0,791800.0,789896.0,790010.0
2020-01-03 21:45:00+09:00,790010.0,790420.0,788410.0,790405.0
2020-01-03 22:00:00+09:00,790598.0,791600.0,790236.0,791000.0
2020-01-03 22:15:00+09:00,791000.0,791276.0,790031.0,791276.0
2020-01-03 22:30:00+09:00,791276.0,791276.0,790572.0,791193.0
2020-01-03 22:45:00+09:00,791193.0,795970.0,790720.0,793387.0
2020-01-03 23:00:00+09:00,793377.0,794882.0,783386.0,785961.0
2020-01-03 23:15:00+09:00,785821.0,786715.0,782000.0,784780.0
2020-01-03 23:30:00+09:00,784430.0,786050.0,783600.0,786050.0
2020-01-03 23:45:00+09:00,786219.0,786999.0,784630.0,784770.0
2020-01-04 00:00:00+09:00,784481.0,785424.0,784023.0,784550.0
2020-01-04 00:15:00+09:00,784550.0,786155.0,784550.0,785120.0
2020-01-04 00:30:00+09:00,785000.0,785898.0,784456.0,785105.0
2020-01-04 00:45:00+09:00,785298.0,791000.0,785250.0,789895.0
2020-01-04 01:00:00+09:00,789676.0,796020.0,787520.0,793150.0
2020-01-04 01:15:00+09:00,794071.0,797800.0,790000.0,793966.0
2020-01-04 01:30:00+09:00,794589.0,795650.0,791920.0,795615.0
2020-01-04 01:45:00+09:00,795615.0,797000.0,794260.0,796590.0
2020-01-04 02:00:00+09:00,796985.0,798000.0,792200.0,793360.0
2020-01-04 02:15:00+09:00,793110.0,793890.0,791416.0,793430.0
2020-01-04 02:30:00+09:00,793434.0,796150.0,793047.0,795010.0
2020-01-04 02:45:00+09:00,795303.0,795303.0,793386.0,793446.0
2020-01-04 03:00:00+09:00,793466.0,794180.0,791340.0,792398.0
2020-01-04 03:15:00+09:00,792438.0,792938.0,791550.0,792938.0
2020-01-04 03:30:00+09:00,792633.0,794329.0,792633.0,793370.0
2020-01-04 03:45:00+09:00,793370.0,794282.0,792450.0,793058.0
2020-01-04 04:00:00+09:00,792323.0,792323.0,788002.0,788538.0
2020-01-04 04:15:00+09:00,789010.0,791540.0,787891.0,791370.0
2020-01-04 04:30:00+09:00,791101.0,793110.0,790302.0,791990.0
2020-01-04 04:45:00+09:00,791840.0,792423.0,791030.0,791835.0
2020-01-04 05:00:00+09:00,792524.0,793764.0,792079.0,792428.0
2020-01-04 05:15:00+09:00,792240.0,792755.0,788302.0,790819.0
2020-01-04 05:30:00+09:00,790124.0,790668.0,789548.0,790418.0
2020-01-04 05:45:00+09:00,790094.0,791448.0,789628.0,790340.0
2020-01-04 06:00:00+09:00,790200.0,791448.0,789090.0,791448.0
2020-01-04 06:15:00+09:00,791859.0,792028.0,791166.0,791427.0
2020-01-04 06:30:00+09:00,791569.0,791697.0,789448.0,789449.0
2020-01-04 06:45:00+09:00,789643.0,790090.0,785090.0,786180.0
2020-01-04 07:00:00+09:00,786180.0,789148.0,785150.0,786150.0
2020-01-04 07:15:00+09:00,786108.0,787545.0,784980.0,785945.0
2020-01-04 07:30:00+09:00,784985.0,786000.0,784285.0,785847.0
2020-01-04 07:45:00+09:00,785847.0,790311.0,785793.0,788410.0
2020-01-04 08:00:00+09:00,788200.0,790529.0,787790.0,788860.0
2020-01-04 08:15:00+09:00,788570.0,792520.0,788482.0,792206.0
2020-01-04 08:30:00+09:00,792100.0,792558.0,790480.0,791298.0
2020-01-04 08:45:00+09:00,790825.0,793020.0,790180.0,793020.0
2020-01-04 09:00:00+09:00,793499.0,793512.0,790470.0,791099.0
2020-01-04 09:15:00+09:00,791337.0,791349.0,789882.0,790250.0
2020-01-04 09:30:00+09:00,790257.0,790257.0,787586.0,787783.0
2020-01-04 09:45:00+09:00,787783.0,790096.0,787783.0,789421.0
2020-01-04 10:00:00+09:00,789421.0,789707.0,788065.0,788153.0
2020-01-04 10:15:00+09:00,788121.0,789607.0,787000.0,789607.0
2020-01-04 10:30:00+09:00,789154.0,790000.0,788582.0,789940.0
2020-01-04 10:45:00+09:00,789599.0,789989.0,789000.0,789976.0
2020-01-04 11:00:00+09:00,790000.0,790460.0,788750.0,790163.0
2020-01-04 11:15:00+09:00,790182.0,790690.0,789417.0,789918.0
2020-01-04 11:30:00+09:00,789892.0,789918.0,788881.0,789660.0
2020-01-04 11:45:00+09:00,789660.0,791523.0,789633.0,791267.0
2020-01-04 12:00:00+09:00,791319.0,793000.0,790770.0,792066.0
2020-01-04 12:15:00+09:00,792066.0,792762.0,790950.0,790950.0
2020-01-04 12:30:00+09:00,791021.0,791745.0,790873.0,791745.0
2020-01-04 12:45:00+09:00,791351.0,792994.0,791351.0,792300.0
2020-01-04 13:00:00+09:00,792298.0,792298.0,791209.0,791209.0
2020-01-04 13:15:00+09:00,791209.0,791459.0,790368.0,790879.0
2020-01-04 13:30:00+09:00,790869.0,792017.0,790868.0,791541.0
2020-01-04 13:45:00+09:00,791775.0,792750.0,791541.0,791822.0
2020-01-04 14:00:00+09:00,791783.0,792521.0,791633.0,792210.0
2020-01-04 14:15:00+09:00,792210.0,793962.0,791734.0,793879.0
2020-01-04 14:30:00+09:00,793700.0,796050.0,793335.0,793692.0
2020-01-04 14:45:00+09:00,793703.0,794000.0,792816.0,792840.0
2020-01-04 15:00:00+09:00,792924.0,794440.0,792847.0,794353.0
2020-01-04 15:15:00+09:00,794388.0,795367.0,794000.0,795102.0
2020-01-04 15:30:00+09:00,795236.0,795236.0,793010.0,793682.0
2020-01-04 15:45:00+09:00,793702.0,795000.0,793156.0,794999.0
2020-01-04 16:00:00+09:00,795000.0,795600.0,793740.0,794610.0
2020-01-04 16:15:00+09:00,794670.0,795600.0,792500.0,792500.0
2020-01-04 16:30:00+09:00,792500.0,793680.0,791990.0,792740.0
2020-01-04 16:45:00+09:00,793284.0,794795.0,793000.0,794667.0
2020-01-04 17:00:00+09:00,794147.0,794190.0,792818.0,792818.0
2020-01-04 17:15:00+09:00,793202.0,794000.0,792600.0,794000.0
2020-01-04 17:30:00+09:00,794200.0,795270.0,793656.0,794600.0
2020-01-04 17:45:00+09:00,794600.0,794933.0,793895.0,793895.0
2020-01-04 18:00:00+09:00,793895.0,794011.0,792913.0,793042.0
2020-01-04 18:15:00+09:00,793012.0,794170.0,793012.0,794170.0
2020-01-04 18:30:00+09:00,794167.0,794894.0,793751.0,794894.0
2020-01-04 18:45:00+09:00,794894.0,796000.0,794894.0,795234.0
2020-01-04 19:00:00+09:00,795555.0,795636.0,794230.0,794420.0
2020-01-04 19:15:00+09:00,794425.0,796000.0,794425.0,795818.0
2020-01-04 19:30:00+09:00,795934.0,795936.0,794000.0,794208.0
2020-01-04 19:45:00+09:00,794206.0,794222.0,790501.0,790501.0
2020-01-04 20:00:00+09:00,790501.0,792579.0,789201.0,791775.0
2020-01-04 20:15:00+09:00,791775.0,792458.0,791280.0,791854.0
2020-01-04 20:30:00+09:00,791286.0,792924.0,791278.0,792500.0
2020-01-04 20:45:00+09:00,792500.0,793000.0,792290.0,792999.0
2020-01-04 21:00:00+09:00,792597.0,792612.0,791218.0,791218.0
2020-01-04 21:15:00+09:00,791516.0,791894.0,790620.0,791714.0
2020-01-04 21:30:00+09:00,791700.0,791745.0,790769.0,791356.0
2020-01-04 21:45:00+09:00,791160.0,791517.0,789387.0,790178.0
2020-01-04 22:00:00+09:00,789610.0,791001.0,789100.0,791000.0
2020-01-04 22:15:00+09:00,791001.0,791001.0,789582.0,789926.0
2020-01-04 22:30:00+09:00,789927.0,790000.0,788200.0,789041.0
2020-01-04 22:45:00+09:00,789528.0,789661.0,788200.0,788600.0
2020-01-04 23:00:00+09:00,788600.0,790117.0,788447.0,789461.0
2020-01-04 23:15:00+09:00,789215.0,789749.0,788600.0,789196.0
2020-01-04 23:30:00+09:00,789205.0,790895.0,789205.0,790895.0
2020-01-04 23:45:00+09:00,790592.0,791020.0,790208.0,790208.0
2020-01-05 00:00:00+09:00,790208.0,790300.0,789197.0,789594.0
2020-01-05 00:15:00+09:00,789610.0,791394.0,789003.0,790668.0
2020-01-05 00:30:00+09:00,790884.0,791500.0,790500.0,791455.0
2020-01-05 00:45:00+09:00,791455.0,791455.0,790500.0,790582.0
2020-01-05 01:00:00+09:00,790584.0,790718.0,789351.0,790599.0
2020-01-05 01:15:00+09:00,790599.0,790923.0,789161.0,789354.0
2020-01-05 01:30:00+09:00,789354.0,789976.0,788629.0,788870.0
2020-01-05 01:45:00+09:00,788870.0,789735.0,788870.0,789257.0
2020-01-05 02:00:00+09:00,789490.0,790260.0,788940.0,789999.0
2020-01-05 02:15:00+09:00,790000.0,791035.0,789905.0,791020.0
2020-01-05 02:30:00+09:00,791020.0,793370.0,791020.0,791987.0
2020-01-05 02:45:00+09:00,792171.0,793593.0,791988.0,793593.0
2020-01-05 03:00:00+09:00,793593.0,794330.0,792515.0,792811.0
2020-01-05 03:15:00+09:00,792531.0,794199.0,792180.0,793493.0
2020-01-05 03:30:00+09:00,793685.0,798999.0,788874.0,788874.0
2020-01-05 03:45:00+09:00,789370.0,791191.0,786500.0,789025.0
2020-01-05 04:00:00+09:00,788332.0,788543.0,787986.0,787994.0
2020-01-05 04:15:00+09:00,787994.0,790999.0,786501.0,790000.0
2020-01-05 04:30:00+09:00,789900.0,793729.0,789900.0,791849.0
2020-01-05 04:45:00+09:00,791863.0,793970.0,791335.0,792003.0
2020-01-05 05:00:00+09:00,792162.0,793470.0,790122.0,791120.0
2020-01-05 05:15:00+09:00,791095.0,792805.0,790859.0,791999.0
2020-01-05 05:30:00+09:00,792000.0,792501.0,791931.0,792026.0
2020-01-05 05:45:00+09:00,792026.0,793000.0,792019.0,792667.0
2020-01-05 06:00:00+09:00,792365.0,793050.0,792261.0,793000.0
2020-01-05 06:15:00+09:00,792988.0,793560.0,791710.0,793368.0
2020-01-05 06:30:00+09:00,793694.0,795160.0,793180.0,794270.0
2020-01-05 06:45:00+09:00,794250.0,794771.0,793159.0,793605.0
2020-01-05 07:00:00+09:00,793605.0,793989.0,792793.0,793000.0
2020-01-05 07:15:00+09:00,793139.0,793787.0,792800.0,792871.0
2020-01-05 07:30:00+09:00,793301.0,794000.0,793301.0,794000.0
2020-01-05 07:45:00+09:00,794000.0,794558.0,793499.0,793666.0
2020-01-05 08:00:00+09:00,793635.0,794305.0,793635.0,793842.0
2020-01-05 08:15:00+09:00,793842.0,793881.0,791801.0,792519.0
2020-01-05 08:30:00+09:00,792519.0,793975.0,792178.0,793951.0
2020-01-05 08:45:00+09:00,793952.0,794684.0,793950.0,794060.0
2020-01-05 09:00:00+09:00,794362.0,796949.0,794362.0,796210.0
2020-01-05 09:15:00+09:00,796034.0,798400.0,795740.0,797590.0
2020-01-05 09:30:00+09:00,797642.0,797880.0,795329.0,795602.0
2020-01-05 09:45:00+09:00,796309.0,797410.0,795670.0,796580.0
2020-01-05 10:00:00+09:00,796579.0,799713.0,796579.0,798500.0
2020-01-05 10:15:00+09:00,798928.0,805520.0,798920.0,804362.0
2020-01-05 10:30:00+09:00,804362.0,805740.0,802500.0,804476.0
2020-01-05 10:45:00+09:00,804472.0,806999.0,804000.0,804892.0
2020-01-05 11:00:00+09:00,804892.0,807500.0,804150.0,804150.0
2020-01-05 11:15:00+09:00,804150.0,804933.0,802524.0,804211.0
2020-01-05 11:30:00+09:00,804209.0,805770.0,803880.0,805683.0
2020-01-05 11:45:00+09:00,805684.0,805684.0,804204.0,804206.0
2020-01-05 12:00:00+09:00,804205.0,805701.0,804013.0,804571.0
2020-01-05 12:15:00+09:00,804507.0,805003.0,804181.0,805000.0
2020-01-05 12:30:00+09:00,805000.0,805907.0,804967.0,805718.0
2020-01-05 12:45:00+09:00,805718.0,807500.0,805718.0,807392.0
2020-01-05 13:00:00+09:00,807499.0,809500.0,805598.0,806499.0
2020-01-05 13:15:00+09:00,806488.0,806500.0,804578.0,805647.0
2020-01-05 13:30:00+09:00,805623.0,805781.0,804100.0,804610.0
2020-01-05 13:45:00+09:00,804999.0,805709.0,804750.0,804860.0
2020-01-05 14:00:00+09:00,805001.0,805707.0,804720.0,805640.0
2020-01-05 14:15:00+09:00,805521.0,805883.0,804494.0,805796.0
2020-01-05 14:30:00+09:00,805754.0,805849.0,805382.0,805525.0
2020-01-05 14:45:00+09:00,805445.0,806100.0,805000.0,805186.0
2020-01-05 15:00:00+09:00,805210.0,808000.0,805187.0,807018.0
2020-01-05 15:15:00+09:00,807000.0,807000.0,804622.0,805504.0
2020-01-05 15:30:00+09:00,805418.0,805482.0,804230.0,805420.0
2020-01-05 15:45:00+09:00,804720.0,806000.0,804345.0,805911.0
2020-01-05 16:00:00+09:00,805911.0,806499.0,805320.0,806130.0
2020-01-05 16:15:00+09:00,806027.0,806309.0,805320.0,805828.0
2020-01-05 16:30:00+09:00,805717.0,806080.0,805405.0,806080.0
2020-01-05 16:45:00+09:00,805671.0,807180.0,805671.0,805905.0
2020-01-05 17:00:00+09:00,806040.0,807600.0,805320.0,805490.0
2020-01-05 17:15:00+09:00,805441.0,805835.0,805320.0,805818.0
2020-01-05 17:30:00+09:00,805815.0,805815.0,804780.0,805000.0
2020-01-05 17:45:00+09:00,804996.0,804996.0,802000.0,802991.0
2020-01-05 18:00:00+09:00,802991.0,803519.0,800345.0,802295.0
2020-01-05 18:15:00+09:00,802300.0,803279.0,801672.0,802391.0
2020-01-05 18:30:00+09:00,802390.0,802470.0,800817.0,801040.0
2020-01-05 18:45:00+09:00,801200.0,802301.0,800365.0,802028.0
2020-01-05 19:00:00+09:00,802029.0,802459.0,801591.0,801999.0
2020-01-05 19:15:00+09:00,801999.0,803013.0,801520.0,801950.0
2020-01-05 19:30:00+09:00,801950.0,801950.0,800000.0,800399.0
2020-01-05 19:45:00+09:00,800399.0,801201.0,799376.0,800842.0
2020-01-05 20:00:00+09:00,800842.0,802214.0,800674.0,801917.0
2020-01-05 20:15:00+09:00,801917.0,802500.0,801400.0,802207.0
2020-01-05 20:30:00+09:00,802272.0,803850.0,802272.0,803362.0
2020-01-05 20:45:00+09:00,803353.0,803730.0,802149.0,802150.0
2020-01-05 21:00:00+09:00,802011.0,804165.0,802000.0,804137.0
2020-01-05 21:15:00+09:00,804130.0,805222.0,803340.0,804022.0
2020-01-05 21:30:00+09:00,804022.0,804296.0,803194.0,804140.0
2020-01-05 21:45:00+09:00,804184.0,805740.0,803948.0,805740.0
2020-01-05 22:00:00+09:00,805835.0,806147.0,805001.0,805596.0
2020-01-05 22:15:00+09:00,805597.0,805597.0,801425.0,801425.0
2020-01-05 22:30:00+09:00,801425.0,804000.0,801400.0,803047.0
2020-01-05 22:45:00+09:00,803024.0,803940.0,802631.0,803070.0
2020-01-05 23:00:00+09:00,802661.0,803307.0,802426.0,803304.0
2020-01-05 23:15:00+09:00,803480.0,803721.0,803000.0,803439.0
2020-01-05 23:30:00+09:00,803720.0,803962.0,802800.0,803331.0
2020-01-05 23:45:00+09:00,803704.0,803766.0,802699.0,802699.0
2020-01-06 00:00:00+09:00,802739.0,803981.0,802739.0,803979.0
2020-01-06 00:15:00+09:00,803979.0,805702.0,803800.0,805401.0
2020-01-06 00:30:00+09:00,805634.0,807000.0,803610.0,804571.0
2020-01-06 00:45:00+09:00,804560.0,806450.0,804560.0,805910.0
2020-01-06 01:00:00+09:00,805922.0,807600.0,805300.0,805995.0
2020-01-06 01:15:00+09:00,805461.0,806730.0,805461.0,806730.0
2020-01-06 01:30:00+09:00,806730.0,807801.0,805500.0,805500.0
2020-01-06 01:45:00+09:00,805509.0,805869.0,804303.0,805278.0
2020-01-06 02:00:00+09:00,805170.0,805278.0,804360.0,804987.0
2020-01-06 02:15:00+09:00,804987.0,806000.0,804541.0,805828.0
2020-01-06 02:30:00+09:00,805828.0,806258.0,805510.0,805642.0
2020-01-06 02:45:00+09:00,805981.0,805982.0,805390.0,805390.0
2020-01-06 03:00:00+09:00,805687.0,805688.0,804960.0,805104.0
2020-01-06 03:15:00+09:00,804901.0,805099.0,803421.0,803421.0
2020-01-06 03:30:00+09:00,803270.0,803458.0,801750.0,802146.0
2020-01-06 03:45:00+09:00,802149.0,803320.0,802020.0,803089.0
2020-01-06 04:00:00+09:00,802840.0,803320.0,802840.0,803320.0
2020-01-06 04:15:00+09:00,803185.0,803950.0,802620.0,803432.0
2020-01-06 04:30:00+09:00,803435.0,803736.0,801821.0,802958.0
2020-01-06 04:45:00+09:00,803308.0,803349.0,801866.0,802594.0
2020-01-06 05:00:00+09:00,803188.0,803188.0,801500.0,802099.0
2020-01-06 05:15:00+09:00,801767.0,802309.0,801500.0,801680.0
2020-01-06 05:30:00+09:00,801680.0,802302.0,801258.0,801545.0
2020-01-06 05:45:00+09:00,801631.0,802200.0,801557.0,802020.0
2020-01-06 06:00:00+09:00,801640.0,801640.0,799627.0,799629.0
2020-01-06 06:15:00+09:00,799775.0,800048.0,799079.0,799300.0
2020-01-06 06:30:00+09:00,799144.0,799144.0,795200.0,796227.0
2020-01-06 06:45:00+09:00,796227.0,797394.0,794890.0,794890.0
2020-01-06 07:00:00+09:00,795125.0,796489.0,794480.0,795732.0
2020-01-06 07:15:00+09:00,795771.0,795771.0,789167.0,790719.0
2020-01-06 07:30:00+09:00,790738.0,791639.0,790089.0,791552.0
2020-01-06 07:45:00+09:00,791160.0,792639.0,790887.0,792639.0
2020-01-06 08:00:00+09:00,792626.0,792979.0,789780.0,790512.0
2020-01-06 08:15:00+09:00,790512.0,792554.0,789062.0,791763.0
2020-01-06 08:30:00+09:00,791747.0,793631.0,791747.0,792694.0
2020-01-06 08:45:00+09:00,792721.0,793635.0,792140.0,793632.0
2020-01-06 09:00:00+09:00,793776.0,795500.0,793000.0,794734.0
2020-01-06 09:15:00+09:00,794782.0,795000.0,793579.0,794054.0
2020-01-06 09:30:00+09:00,793929.0,795571.0,793649.0,795570.0
2020-01-06 09:45:00+09:00,795570.0,796948.0,795270.0,796700.0
2020-01-06 10:00:00+09:00,796700.0,797632.0,795661.0,795945.0
2020-01-06 10:15:00+09:00,795946.0,797820.0,795945.0,796514.0
2020-01-06 10:30:00+09:00,796430.0,797850.0,795999.0,797500.0
2020-01-06 10:45:00+09:00,797850.0,800512.0,797500.0,800512.0
2020-01-06 11:00:00+09:00,800512.0,810600.0,800512.0,807392.0
2020-01-06 11:15:00+09:00,807392.0,811090.0,807392.0,811090.0
2020-01-06 11:30:00+09:00,811111.0,811422.0,809120.0,809124.0
2020-01-06 11:45:00+09:00,809300.0,817000.0,809300.0,814679.0
2020-01-06 12:00:00+09:00,814295.0,817890.0,809399.0,813000.0
2020-01-06 12:15:00+09:00,812681.0,813700.0,811473.0,811805.0
2020-01-06 12:30:00+09:00,811805.0,812800.0,811460.0,812183.0
2020-01-06 12:45:00+09:00,812206.0,814510.0,811974.0,814194.0
2020-01-06 13:00:00+09:00,814194.0,815449.0,813331.0,813810.0
2020-01-06 13:15:00+09:00,813800.0,813840.0,812180.0,812317.0
2020-01-06 13:30:00+09:00,812319.0,813000.0,812000.0,812640.0
2020-01-06 13:45:00+09:00,812757.0,814700.0,812757.0,813459.0
2020-01-06 14:00:00+09:00,813439.0,814200.0,812200.0,812892.0
2020-01-06 14:15:00+09:00,812789.0,812796.0,811060.0,811970.0
2020-01-06 14:30:00+09:00,811970.0,811970.0,810500.0,810886.0
2020-01-06 14:45:00+09:00,810886.0,813380.0,810622.0,813380.0
2020-01-06 15:00:00+09:00,813101.0,813639.0,812460.0,812519.0
2020-01-06 15:15:00+09:00,812570.0,812570.0,810964.0,810964.0
2020-01-06 15:30:00+09:00,811000.0,811992.0,810964.0,811699.0
2020-01-06 15:45:00+09:00,811699.0,811782.0,811105.0,811330.0
2020-01-06 16:00:00+09:00,811714.0,812602.0,811383.0,812472.0
2020-01-06 16:15:00+09:00,812472.0,812679.0,811752.0,812031.0
2020-01-06 16:30:00+09:00,812116.0,812891.0,811884.0,812810.0
2020-01-06 16:45:00+09:00,812724.0,813165.0,811300.0,811389.0
2020-01-06 17:00:00+09:00,811389.0,813090.0,811389.0,812621.0
2020-01-06 17:15:00+09:00,812664.0,813772.0,812513.0,812596.0
2020-01-06 17:30:00+09:00,812596.0,813885.0,812191.0,813478.0
2020-01-06 17:45:00+09:00,813127.0,814992.0,812691.0,814500.0
2020-01-06 18:00:00+09:00,814869.0,814992.0,812550.0,812550.0
2020-01-06 18:15:00+09:00,812700.0,812777.0,811419.0,812100.0
2020-01-06 18:30:00+09:00,812313.0,814260.0,811728.0,813750.0
